customer_id,customer_name,segment,region,industry,acquisition_cohort_month,platformized_flag,platformization_date,source,organic_inorganic
8604,ORG-008604,SMB,APAC,Retail,2022-04,False,,organic,organic
8605,ORG-008605,SMB,APAC,Financial Services,2022-04,False,,organic,organic
8606,ORG-008606,SMB,Americas,Technology,2022-04,False,,organic,organic
8607,ORG-008607,SMB,Americas,Financial Services,2022-04,False,,organic,organic
8608,ORG-008608,Enterprise,EMEA,Technology,2022-04,False,,organic,organic
8609,ORG-008609,Commercial,EMEA,Energy/Utilities,2022-04,True,2024-05,organic,organic
8610,ORG-008610,SMB,EMEA,Manufacturing,2022-04,False,,organic,organic
8611,ORG-008611,SMB,EMEA,Telecom,2022-05,False,,organic,organic
8612,ORG-008612,SMB,EMEA,Financial Services,2022-05,False,,organic,organic
8613,ORG-008613,Commercial,Americas,Energy/Utilities,2022-05,False,,organic,organic
8614,ORG-008614,Commercial,EMEA,Financial Services,2022-05,False,,organic,organic
8615,ORG-008615,SMB,EMEA,Telecom,2022-05,False,,organic,organic
8616,ORG-008616,Commercial,EMEA,Technology,2022-05,False,,organic,organic
8617,ORG-008617,Commercial,EMEA,Healthcare,2022-05,False,,organic,organic
8618,ORG-008618,Commercial,APAC,Financial Services,2022-05,False,,organic,organic
8619,ORG-008619,SMB,Americas,Technology,2022-05,True,2024-05,organic,organic
8620,ORG-008620,SMB,EMEA,Public Sector,2022-05,False,,organic,organic
8621,ORG-008621,Commercial,Americas,Healthcare,2022-05,False,,organic,organic
8622,ORG-008622,SMB,Americas,Financial Services,2022-05,False,,organic,organic
8623,ORG-008623,SMB,Americas,Public Sector,2022-05,False,,organic,organic
8624,ORG-008624,Commercial,Americas,Manufacturing,2022-05,False,,organic,organic
8625,ORG-008625,Enterprise,APAC,Financial Services,2022-05,False,,organic,organic
8626,ORG-008626,SMB,EMEA,Technology,2022-05,False,,organic,organic
8627,ORG-008627,SMB,Americas,Manufacturing,2022-05,False,,organic,organic
8628,ORG-008628,Commercial,Americas,Financial Services,2022-05,False,,organic,organic
8629,ORG-008629,SMB,Americas,Technology,2022-05,False,,organic,organic
8630,ORG-008630,Commercial,Americas,Retail,2022-05,False,,organic,organic
8631,ORG-008631,SMB,Americas,Energy/Utilities,2022-05,False,,organic,organic
8632,ORG-008632,SMB,APAC,Retail,2022-05,False,,organic,organic
8633,ORG-008633,SMB,Americas,Manufacturing,2022-05,False,,organic,organic
8634,ORG-008634,Commercial,Americas,Healthcare,2022-05,False,,organic,organic
8635,ORG-008635,Commercial,EMEA,Public Sector,2022-05,False,,organic,organic
8636,ORG-008636,Commercial,Americas,Financial Services,2022-05,False,,organic,organic
8637,ORG-008637,SMB,Americas,Public Sector,2022-05,False,,organic,organic
8638,ORG-008638,SMB,EMEA,Telecom,2022-05,False,,organic,organic
8639,ORG-008639,SMB,EMEA,Telecom,2022-05,False,,organic,organic
8640,ORG-008640,SMB,Americas,Telecom,2022-05,True,2024-05,organic,organic
8641,ORG-008641,Commercial,Americas,Technology,2022-05,False,,organic,organic
8642,ORG-008642,SMB,Americas,Retail,2022-05,False,,organic,organic
8643,ORG-008643,SMB,EMEA,Technology,2022-05,False,,organic,organic
8644,ORG-008644,Enterprise,Americas,Technology,2022-05,False,,organic,organic
8645,ORG-008645,Enterprise,Americas,Energy/Utilities,2022-05,False,,organic,organic
8646,ORG-008646,SMB,Americas,Retail,2022-05,False,,organic,organic
8647,ORG-008647,Commercial,EMEA,Healthcare,2022-05,False,,organic,organic
8648,ORG-008648,SMB,Americas,Public Sector,2022-05,False,,organic,organic
8649,ORG-008649,SMB,EMEA,Manufacturing,2022-05,False,,organic,organic
8650,ORG-008650,Enterprise,EMEA,Healthcare,2022-05,False,,organic,organic
8651,ORG-008651,Enterprise,EMEA,Financial Services,2022-05,False,,organic,organic
8652,ORG-008652,SMB,Americas,Manufacturing,2022-05,False,,organic,organic
8653,ORG-008653,SMB,JAPAC,Public Sector,2022-05,False,,organic,organic
8654,ORG-008654,Enterprise,Americas,Retail,2022-05,False,,organic,organic
8655,ORG-008655,SMB,Americas,Public Sector,2022-05,False,,organic,organic
8656,ORG-008656,Commercial,APAC,Retail,2022-05,False,,organic,organic
8657,ORG-008657,SMB,Americas,Public Sector,2022-05,False,,organic,organic
8658,ORG-008658,Commercial,APAC,Energy/Utilities,2022-05,False,,organic,organic
8659,ORG-008659,Commercial,EMEA,Healthcare,2022-05,False,,organic,organic
8660,ORG-008660,SMB,Americas,Financial Services,2022-05,False,,organic,organic
8661,ORG-008661,Commercial,APAC,Healthcare,2022-05,False,,organic,organic
8662,ORG-008662,Commercial,Americas,Public Sector,2022-05,False,,organic,organic
8663,ORG-008663,Strategic-Global,EMEA,Financial Services,2022-05,False,,organic,organic
8664,ORG-008664,SMB,Americas,Retail,2022-05,False,,organic,organic
8665,ORG-008665,SMB,Americas,Manufacturing,2022-05,False,,organic,organic
8666,ORG-008666,SMB,APAC,Retail,2022-05,False,,organic,organic
8667,ORG-008667,Commercial,EMEA,Manufacturing,2022-05,False,,organic,organic
8668,ORG-008668,Commercial,EMEA,Technology,2022-05,False,,organic,organic
8669,ORG-008669,Commercial,APAC,Retail,2022-05,False,,organic,organic
8670,ORG-008670,Enterprise,Americas,Public Sector,2022-05,False,,organic,organic
8671,ORG-008671,Enterprise,Americas,Manufacturing,2022-05,False,,organic,organic
8672,ORG-008672,SMB,APAC,Healthcare,2022-05,False,,organic,organic
8673,ORG-008673,Commercial,Americas,Public Sector,2022-05,False,,organic,organic
8674,ORG-008674,Enterprise,Americas,Telecom,2022-05,False,,organic,organic
8675,ORG-008675,SMB,APAC,Technology,2022-05,False,,organic,organic
8676,ORG-008676,Commercial,Americas,Manufacturing,2022-05,False,,organic,organic
8677,ORG-008677,SMB,Americas,Public Sector,2022-05,False,,organic,organic
8678,ORG-008678,Enterprise,Americas,Financial Services,2022-05,False,,organic,organic
8679,ORG-008679,SMB,Americas,Manufacturing,2022-05,False,,organic,organic
8680,ORG-008680,Commercial,Americas,Financial Services,2022-05,False,,organic,organic
8681,ORG-008681,SMB,APAC,Telecom,2022-05,False,,organic,organic
8682,ORG-008682,Enterprise,EMEA,Public Sector,2022-05,False,,organic,organic
8683,ORG-008683,SMB,APAC,Manufacturing,2022-05,False,,organic,organic
8684,ORG-008684,SMB,Americas,Healthcare,2022-05,False,,organic,organic
8685,ORG-008685,Commercial,APAC,Financial Services,2022-05,False,,organic,organic
8686,ORG-008686,SMB,JAPAC,Healthcare,2022-05,False,,organic,organic
8687,ORG-008687,SMB,EMEA,Technology,2022-05,False,,organic,organic
8688,ORG-008688,Enterprise,EMEA,Energy/Utilities,2022-05,False,,organic,organic
8689,ORG-008689,Commercial,Americas,Retail,2022-05,False,,organic,organic
8690,ORG-008690,Enterprise,EMEA,Public Sector,2022-05,False,,organic,organic
8691,ORG-008691,Commercial,Americas,Financial Services,2022-05,False,,organic,organic
8692,ORG-008692,SMB,Americas,Public Sector,2022-05,False,,organic,organic
8693,ORG-008693,SMB,Americas,Public Sector,2022-05,False,,organic,organic
8694,ORG-008694,Commercial,EMEA,Financial Services,2022-05,False,,organic,organic
8695,ORG-008695,Enterprise,Americas,Technology,2022-05,False,,organic,organic
8696,ORG-008696,SMB,Americas,Technology,2022-05,True,2024-05,organic,organic
8697,ORG-008697,SMB,Americas,Energy/Utilities,2022-05,False,,organic,organic
8698,ORG-008698,SMB,Americas,Retail,2022-05,False,,organic,organic
8699,ORG-008699,SMB,JAPAC,Public Sector,2022-05,False,,organic,organic
8700,ORG-008700,Enterprise,EMEA,Public Sector,2022-05,True,2024-11,organic,organic
8701,ORG-008701,SMB,Americas,Financial Services,2022-05,False,,organic,organic
8702,ORG-008702,Commercial,EMEA,Manufacturing,2022-05,False,,organic,organic
8703,ORG-008703,Commercial,EMEA,Healthcare,2022-05,False,,organic,organic
8704,ORG-008704,SMB,Americas,Public Sector,2022-05,False,,organic,organic
8705,ORG-008705,Commercial,JAPAC,Technology,2022-05,False,,organic,organic
8706,ORG-008706,Commercial,EMEA,Technology,2022-05,False,,organic,organic
8707,ORG-008707,SMB,Americas,Technology,2022-05,False,,organic,organic
8708,ORG-008708,Commercial,Americas,Manufacturing,2022-05,False,,organic,organic
8709,ORG-008709,SMB,EMEA,Healthcare,2022-05,False,,organic,organic
8710,ORG-008710,Enterprise,APAC,Financial Services,2022-05,False,,organic,organic
8711,ORG-008711,Commercial,APAC,Technology,2022-05,False,,organic,organic
8712,ORG-008712,Strategic-Global,APAC,Telecom,2022-05,False,,organic,organic
8713,ORG-008713,SMB,Americas,Healthcare,2022-05,False,,organic,organic
8714,ORG-008714,SMB,APAC,Public Sector,2022-05,False,,organic,organic
8715,ORG-008715,Commercial,APAC,Financial Services,2022-05,False,,organic,organic
8716,ORG-008716,Commercial,Americas,Technology,2022-05,False,,organic,organic
8717,ORG-008717,Commercial,EMEA,Healthcare,2022-05,False,,organic,organic
8718,ORG-008718,Enterprise,EMEA,Healthcare,2022-05,False,,organic,organic
8719,ORG-008719,Commercial,JAPAC,Manufacturing,2022-05,False,,organic,organic
8720,ORG-008720,Commercial,Americas,Technology,2022-05,False,,organic,organic
8721,ORG-008721,SMB,EMEA,Technology,2022-05,False,,organic,organic
8722,ORG-008722,Enterprise,EMEA,Public Sector,2022-05,False,,organic,organic
8723,ORG-008723,SMB,EMEA,Financial Services,2022-05,False,,organic,organic
8724,ORG-008724,Commercial,Americas,Healthcare,2022-05,False,,organic,organic
8725,ORG-008725,SMB,Americas,Technology,2022-05,False,,organic,organic
8726,ORG-008726,Enterprise,Americas,Financial Services,2022-05,False,,organic,organic
8727,ORG-008727,Commercial,EMEA,Technology,2022-05,False,,organic,organic
8728,ORG-008728,SMB,Americas,Public Sector,2022-05,False,,organic,organic
8729,ORG-008729,SMB,EMEA,Technology,2022-05,False,,organic,organic
8730,ORG-008730,Enterprise,EMEA,Public Sector,2022-05,False,,organic,organic
8731,ORG-008731,SMB,EMEA,Technology,2022-05,False,,organic,organic
8732,ORG-008732,SMB,Americas,Manufacturing,2022-05,False,,organic,organic
8733,ORG-008733,SMB,Americas,Energy/Utilities,2022-05,False,,organic,organic
8734,ORG-008734,SMB,Americas,Technology,2022-05,False,,organic,organic
8735,ORG-008735,Enterprise,EMEA,Public Sector,2022-05,False,,organic,organic
8736,ORG-008736,Enterprise,EMEA,Telecom,2022-05,False,,organic,organic
8737,ORG-008737,SMB,Americas,Manufacturing,2022-05,False,,organic,organic
8738,ORG-008738,Enterprise,Americas,Financial Services,2022-05,False,,organic,organic
8739,ORG-008739,SMB,Americas,Public Sector,2022-05,False,,organic,organic
8740,ORG-008740,SMB,JAPAC,Financial Services,2022-05,False,,organic,organic
8741,ORG-008741,SMB,EMEA,Healthcare,2022-05,False,,organic,organic
8742,ORG-008742,Commercial,APAC,Financial Services,2022-05,True,2024-05,organic,organic
8743,ORG-008743,SMB,Americas,Telecom,2022-05,False,,organic,organic
8744,ORG-008744,Commercial,EMEA,Technology,2022-05,False,,organic,organic
8745,ORG-008745,SMB,EMEA,Retail,2022-05,False,,organic,organic
8746,ORG-008746,SMB,Americas,Technology,2022-05,True,2024-05,organic,organic
8747,ORG-008747,Commercial,Americas,Telecom,2022-05,False,,organic,organic
8748,ORG-008748,Commercial,Americas,Financial Services,2022-05,False,,organic,organic
8749,ORG-008749,Enterprise,Americas,Retail,2022-05,False,,organic,organic
8750,ORG-008750,SMB,Americas,Financial Services,2022-05,True,2024-05,organic,organic
8751,ORG-008751,SMB,Americas,Healthcare,2022-05,False,,organic,organic
8752,ORG-008752,Enterprise,Americas,Technology,2022-05,False,,organic,organic
8753,ORG-008753,SMB,Americas,Retail,2022-05,False,,organic,organic
8754,ORG-008754,Enterprise,EMEA,Financial Services,2022-05,False,,organic,organic
8755,ORG-008755,Commercial,EMEA,Energy/Utilities,2022-05,True,2024-05,organic,organic
8756,ORG-008756,SMB,EMEA,Technology,2022-05,True,2026-02,organic,organic
8757,ORG-008757,SMB,Americas,Financial Services,2022-05,True,2024-05,organic,organic
8758,ORG-008758,SMB,EMEA,Healthcare,2022-05,False,,organic,organic
8759,ORG-008759,Enterprise,Americas,Manufacturing,2022-05,False,,organic,organic
8760,ORG-008760,Commercial,Americas,Retail,2022-05,False,,organic,organic
8761,ORG-008761,SMB,Americas,Financial Services,2022-05,False,,organic,organic
8762,ORG-008762,SMB,Americas,Public Sector,2022-05,False,,organic,organic
8763,ORG-008763,Commercial,Americas,Telecom,2022-05,False,,organic,organic
8764,ORG-008764,Commercial,EMEA,Financial Services,2022-05,False,,organic,organic
8765,ORG-008765,SMB,EMEA,Public Sector,2022-05,True,2024-05,organic,organic
8766,ORG-008766,Commercial,Americas,Manufacturing,2022-05,True,2024-05,organic,organic
8767,ORG-008767,Commercial,Americas,Technology,2022-05,False,,organic,organic
8768,ORG-008768,SMB,Americas,Retail,2022-05,False,,organic,organic
8769,ORG-008769,Commercial,EMEA,Financial Services,2022-05,False,,organic,organic
8770,ORG-008770,SMB,APAC,Telecom,2022-05,False,,organic,organic
8771,ORG-008771,Commercial,EMEA,Healthcare,2022-05,True,2024-05,organic,organic
8772,ORG-008772,SMB,APAC,Telecom,2022-05,False,,organic,organic
8773,ORG-008773,SMB,EMEA,Manufacturing,2022-05,False,,organic,organic
8774,ORG-008774,Commercial,JAPAC,Healthcare,2022-05,False,,organic,organic
8775,ORG-008775,Commercial,EMEA,Telecom,2022-05,False,,organic,organic
8776,ORG-008776,SMB,JAPAC,Financial Services,2022-05,False,,organic,organic
8777,ORG-008777,Enterprise,Americas,Telecom,2022-05,True,2024-05,organic,organic
8778,ORG-008778,Enterprise,Americas,Financial Services,2022-05,False,,organic,organic
8779,ORG-008779,SMB,Americas,Public Sector,2022-05,False,,organic,organic
8780,ORG-008780,Enterprise,APAC,Healthcare,2022-05,True,2024-05,organic,organic
8781,ORG-008781,Commercial,EMEA,Retail,2022-05,False,,organic,organic
8782,ORG-008782,SMB,Americas,Public Sector,2022-05,False,,organic,organic
8783,ORG-008783,SMB,JAPAC,Financial Services,2022-05,False,,organic,organic
8784,ORG-008784,Enterprise,Americas,Manufacturing,2022-05,False,,organic,organic
8785,ORG-008785,SMB,Americas,Energy/Utilities,2022-05,False,,organic,organic
8786,ORG-008786,Commercial,Americas,Technology,2022-05,False,,organic,organic
8787,ORG-008787,SMB,Americas,Retail,2022-05,False,,organic,organic
8788,ORG-008788,Commercial,Americas,Public Sector,2022-05,False,,organic,organic
8789,ORG-008789,SMB,APAC,Technology,2022-05,False,,organic,organic
8790,ORG-008790,SMB,Americas,Technology,2022-05,False,,organic,organic
8791,ORG-008791,Enterprise,Americas,Public Sector,2022-05,False,,organic,organic
8792,ORG-008792,Enterprise,Americas,Retail,2022-05,False,,organic,organic
8793,ORG-008793,SMB,Americas,Healthcare,2022-05,False,,organic,organic
8794,ORG-008794,SMB,APAC,Technology,2022-05,False,,organic,organic
8795,ORG-008795,SMB,Americas,Manufacturing,2022-05,False,,organic,organic
8796,ORG-008796,SMB,Americas,Public Sector,2022-05,False,,organic,organic
8797,ORG-008797,SMB,Americas,Technology,2022-05,False,,organic,organic
8798,ORG-008798,SMB,JAPAC,Energy/Utilities,2022-05,False,,organic,organic
8799,ORG-008799,Commercial,Americas,Telecom,2022-05,False,,organic,organic
8800,ORG-008800,SMB,Americas,Public Sector,2022-05,False,,organic,organic
8801,ORG-008801,SMB,Americas,Financial Services,2022-05,False,,organic,organic
8802,ORG-008802,Commercial,Americas,Public Sector,2022-05,False,,organic,organic
8803,ORG-008803,SMB,Americas,Telecom,2022-05,False,,organic,organic
8804,ORG-008804,SMB,APAC,Technology,2022-05,False,,organic,organic
8805,ORG-008805,SMB,JAPAC,Energy/Utilities,2022-05,False,,organic,organic
8806,ORG-008806,SMB,Americas,Energy/Utilities,2022-05,False,,organic,organic
8807,ORG-008807,Enterprise,Americas,Healthcare,2022-05,False,,organic,organic
8808,ORG-008808,SMB,Americas,Manufacturing,2022-05,True,2024-05,organic,organic
8809,ORG-008809,SMB,EMEA,Public Sector,2022-05,False,,organic,organic
8810,ORG-008810,SMB,Americas,Retail,2022-05,False,,organic,organic
8811,ORG-008811,SMB,Americas,Energy/Utilities,2022-05,False,,organic,organic
8812,ORG-008812,SMB,Americas,Financial Services,2022-05,False,,organic,organic
8813,ORG-008813,SMB,Americas,Technology,2022-05,False,,organic,organic
8814,ORG-008814,SMB,Americas,Technology,2022-05,False,,organic,organic
8815,ORG-008815,SMB,Americas,Healthcare,2022-05,False,,organic,organic
8816,ORG-008816,SMB,APAC,Manufacturing,2022-05,False,,organic,organic
8817,ORG-008817,SMB,Americas,Healthcare,2022-05,True,2025-08,organic,organic
8818,ORG-008818,Commercial,Americas,Financial Services,2022-05,False,,organic,organic
8819,ORG-008819,SMB,EMEA,Public Sector,2022-05,False,,organic,organic
8820,ORG-008820,Commercial,APAC,Technology,2022-05,False,,organic,organic
8821,ORG-008821,Commercial,APAC,Energy/Utilities,2022-05,False,,organic,organic
8822,ORG-008822,SMB,EMEA,Financial Services,2022-06,False,,organic,organic
8823,ORG-008823,Commercial,EMEA,Energy/Utilities,2022-06,False,,organic,organic
8824,ORG-008824,SMB,Americas,Telecom,2022-06,False,,organic,organic
8825,ORG-008825,SMB,Americas,Public Sector,2022-06,False,,organic,organic
8826,ORG-008826,Strategic-Global,Americas,Energy/Utilities,2022-06,False,,organic,organic
8827,ORG-008827,SMB,Americas,Healthcare,2022-06,False,,organic,organic
8828,ORG-008828,SMB,Americas,Technology,2022-06,False,,organic,organic
8829,ORG-008829,Enterprise,Americas,Public Sector,2022-06,True,2024-05,organic,organic
8830,ORG-008830,SMB,Americas,Energy/Utilities,2022-06,False,,organic,organic
8831,ORG-008831,SMB,Americas,Retail,2022-06,False,,organic,organic
8832,ORG-008832,SMB,EMEA,Telecom,2022-06,False,,organic,organic
8833,ORG-008833,SMB,Americas,Manufacturing,2022-06,False,,organic,organic
8834,ORG-008834,SMB,JAPAC,Technology,2022-06,True,2025-08,organic,organic
8835,ORG-008835,SMB,Americas,Financial Services,2022-06,False,,organic,organic
8836,ORG-008836,SMB,EMEA,Technology,2022-06,False,,organic,organic
8837,ORG-008837,Enterprise,Americas,Retail,2022-06,False,,organic,organic
8838,ORG-008838,SMB,Americas,Financial Services,2022-06,False,,organic,organic
8839,ORG-008839,SMB,APAC,Telecom,2022-06,False,,organic,organic
8840,ORG-008840,SMB,Americas,Technology,2022-06,False,,organic,organic
8841,ORG-008841,SMB,APAC,Manufacturing,2022-06,False,,organic,organic
8842,ORG-008842,SMB,Americas,Financial Services,2022-06,False,,organic,organic
8843,ORG-008843,SMB,EMEA,Healthcare,2022-06,False,,organic,organic
8844,ORG-008844,SMB,Americas,Telecom,2022-06,False,,organic,organic
8845,ORG-008845,SMB,JAPAC,Energy/Utilities,2022-06,False,,organic,organic
8846,ORG-008846,SMB,Americas,Financial Services,2022-06,False,,organic,organic
8847,ORG-008847,SMB,EMEA,Financial Services,2022-06,False,,organic,organic
8848,ORG-008848,Enterprise,Americas,Energy/Utilities,2022-06,False,,organic,organic
8849,ORG-008849,Commercial,EMEA,Financial Services,2022-06,False,,organic,organic
8850,ORG-008850,SMB,Americas,Financial Services,2022-06,False,,organic,organic
8851,ORG-008851,Commercial,Americas,Manufacturing,2022-06,False,,organic,organic
8852,ORG-008852,SMB,Americas,Public Sector,2022-06,False,,organic,organic
8853,ORG-008853,SMB,Americas,Public Sector,2022-06,False,,organic,organic
8854,ORG-008854,SMB,Americas,Financial Services,2022-06,False,,organic,organic
8855,ORG-008855,SMB,Americas,Retail,2022-06,False,,organic,organic
8856,ORG-008856,SMB,Americas,Retail,2022-06,False,,organic,organic
8857,ORG-008857,Commercial,JAPAC,Financial Services,2022-06,False,,organic,organic
8858,ORG-008858,SMB,APAC,Manufacturing,2022-06,False,,organic,organic
8859,ORG-008859,Enterprise,Americas,Technology,2022-06,False,,organic,organic
8860,ORG-008860,SMB,Americas,Financial Services,2022-06,False,,organic,organic
8861,ORG-008861,Enterprise,Americas,Technology,2022-06,False,,organic,organic
8862,ORG-008862,Commercial,APAC,Public Sector,2022-06,False,,organic,organic
8863,ORG-008863,Commercial,EMEA,Public Sector,2022-06,False,,organic,organic
8864,ORG-008864,Commercial,APAC,Technology,2022-06,False,,organic,organic
8865,ORG-008865,Commercial,Americas,Healthcare,2022-06,False,,organic,organic
8866,ORG-008866,SMB,Americas,Healthcare,2022-06,False,,organic,organic
8867,ORG-008867,SMB,Americas,Financial Services,2022-06,False,,organic,organic
8868,ORG-008868,SMB,EMEA,Manufacturing,2022-06,False,,organic,organic
8869,ORG-008869,SMB,APAC,Public Sector,2022-06,False,,organic,organic
8870,ORG-008870,SMB,APAC,Financial Services,2022-06,False,,organic,organic
8871,ORG-008871,Enterprise,EMEA,Financial Services,2022-06,False,,organic,organic
8872,ORG-008872,SMB,Americas,Technology,2022-06,False,,organic,organic
8873,ORG-008873,SMB,Americas,Financial Services,2022-06,False,,organic,organic
8874,ORG-008874,Commercial,EMEA,Healthcare,2022-06,False,,organic,organic
8875,ORG-008875,Enterprise,EMEA,Telecom,2022-06,False,,organic,organic
8876,ORG-008876,SMB,EMEA,Public Sector,2022-06,False,,organic,organic
8877,ORG-008877,SMB,Americas,Financial Services,2022-06,False,,organic,organic
8878,ORG-008878,Commercial,EMEA,Retail,2022-06,False,,organic,organic
8879,ORG-008879,Strategic-Global,Americas,Telecom,2022-06,True,2024-05,organic,organic
8880,ORG-008880,Commercial,Americas,Public Sector,2022-06,False,,organic,organic
8881,ORG-008881,SMB,EMEA,Healthcare,2022-06,False,,organic,organic
8882,ORG-008882,Commercial,Americas,Public Sector,2022-06,False,,organic,organic
8883,ORG-008883,SMB,Americas,Telecom,2022-06,True,2024-05,organic,organic
8884,ORG-008884,SMB,Americas,Technology,2022-06,False,,organic,organic
8885,ORG-008885,SMB,APAC,Public Sector,2022-06,False,,organic,organic
8886,ORG-008886,Strategic-Global,EMEA,Manufacturing,2022-06,False,,organic,organic
8887,ORG-008887,SMB,Americas,Financial Services,2022-06,False,,organic,organic
8888,ORG-008888,Strategic-Global,Americas,Healthcare,2022-06,False,,organic,organic
8889,ORG-008889,Strategic-Global,Americas,Public Sector,2022-06,False,,organic,organic
8890,ORG-008890,SMB,APAC,Telecom,2022-06,False,,organic,organic
8891,ORG-008891,Commercial,Americas,Manufacturing,2022-06,True,2024-05,organic,organic
8892,ORG-008892,Commercial,EMEA,Technology,2022-06,True,2024-05,organic,organic
8893,ORG-008893,Commercial,EMEA,Manufacturing,2022-06,False,,organic,organic
8894,ORG-008894,SMB,EMEA,Public Sector,2022-06,False,,organic,organic
8895,ORG-008895,Strategic-Global,Americas,Retail,2022-06,False,,organic,organic
8896,ORG-008896,Commercial,EMEA,Retail,2022-06,False,,organic,organic
8897,ORG-008897,SMB,Americas,Financial Services,2022-06,False,,organic,organic
8898,ORG-008898,SMB,Americas,Technology,2022-06,False,,organic,organic
8899,ORG-008899,SMB,Americas,Manufacturing,2022-06,False,,organic,organic
8900,ORG-008900,Enterprise,EMEA,Public Sector,2022-06,False,,organic,organic
8901,ORG-008901,SMB,APAC,Retail,2022-06,False,,organic,organic
8902,ORG-008902,Enterprise,Americas,Public Sector,2022-06,False,,organic,organic
8903,ORG-008903,SMB,APAC,Energy/Utilities,2022-06,False,,organic,organic
8904,ORG-008904,SMB,Americas,Public Sector,2022-06,False,,organic,organic
8905,ORG-008905,Enterprise,EMEA,Retail,2022-06,False,,organic,organic
8906,ORG-008906,Commercial,Americas,Public Sector,2022-06,False,,organic,organic
8907,ORG-008907,Commercial,JAPAC,Manufacturing,2022-06,False,,organic,organic
8908,ORG-008908,SMB,APAC,Financial Services,2022-06,False,,organic,organic
8909,ORG-008909,SMB,EMEA,Public Sector,2022-06,False,,organic,organic
8910,ORG-008910,Commercial,Americas,Healthcare,2022-06,True,2026-05,organic,organic
8911,ORG-008911,SMB,JAPAC,Manufacturing,2022-06,False,,organic,organic
8912,ORG-008912,SMB,Americas,Technology,2022-06,False,,organic,organic
8913,ORG-008913,Commercial,APAC,Healthcare,2022-06,False,,organic,organic
8914,ORG-008914,SMB,APAC,Retail,2022-06,False,,organic,organic
8915,ORG-008915,SMB,Americas,Technology,2022-06,True,2024-05,organic,organic
8916,ORG-008916,SMB,Americas,Technology,2022-06,False,,organic,organic
8917,ORG-008917,SMB,APAC,Public Sector,2022-06,False,,organic,organic
8918,ORG-008918,SMB,Americas,Financial Services,2022-06,True,2024-05,organic,organic
8919,ORG-008919,Commercial,Americas,Financial Services,2022-06,False,,organic,organic
8920,ORG-008920,SMB,Americas,Financial Services,2022-06,False,,organic,organic
8921,ORG-008921,SMB,Americas,Financial Services,2022-06,False,,organic,organic
8922,ORG-008922,Enterprise,Americas,Financial Services,2022-06,False,,organic,organic
8923,ORG-008923,SMB,Americas,Technology,2022-06,False,,organic,organic
8924,ORG-008924,Commercial,EMEA,Technology,2022-06,False,,organic,organic
8925,ORG-008925,Commercial,Americas,Energy/Utilities,2022-06,False,,organic,organic
8926,ORG-008926,Enterprise,EMEA,Manufacturing,2022-06,False,,organic,organic
8927,ORG-008927,SMB,Americas,Energy/Utilities,2022-06,False,,organic,organic
8928,ORG-008928,SMB,Americas,Financial Services,2022-06,False,,organic,organic
8929,ORG-008929,SMB,APAC,Technology,2022-06,False,,organic,organic
8930,ORG-008930,Strategic-Global,JAPAC,Financial Services,2022-06,False,,organic,organic
8931,ORG-008931,SMB,Americas,Manufacturing,2022-06,False,,organic,organic
8932,ORG-008932,Commercial,EMEA,Technology,2022-06,False,,organic,organic
8933,ORG-008933,Commercial,APAC,Technology,2022-06,False,,organic,organic
8934,ORG-008934,Commercial,APAC,Technology,2022-06,False,,organic,organic
8935,ORG-008935,SMB,Americas,Healthcare,2022-06,False,,organic,organic
8936,ORG-008936,Commercial,Americas,Financial Services,2022-06,False,,organic,organic
8937,ORG-008937,Enterprise,Americas,Financial Services,2022-06,False,,organic,organic
8938,ORG-008938,SMB,Americas,Public Sector,2022-06,False,,organic,organic
8939,ORG-008939,Commercial,EMEA,Financial Services,2022-06,False,,organic,organic
8940,ORG-008940,Commercial,APAC,Financial Services,2022-06,False,,organic,organic
8941,ORG-008941,Enterprise,EMEA,Financial Services,2022-06,False,,organic,organic
8942,ORG-008942,SMB,Americas,Telecom,2022-06,False,,organic,organic
8943,ORG-008943,SMB,Americas,Energy/Utilities,2022-06,False,,organic,organic
8944,ORG-008944,SMB,Americas,Financial Services,2022-06,False,,organic,organic
8945,ORG-008945,SMB,Americas,Public Sector,2022-06,False,,organic,organic
8946,ORG-008946,SMB,JAPAC,Financial Services,2022-06,False,,organic,organic
8947,ORG-008947,SMB,EMEA,Technology,2022-06,False,,organic,organic
8948,ORG-008948,SMB,Americas,Public Sector,2022-06,False,,organic,organic
8949,ORG-008949,SMB,EMEA,Healthcare,2022-06,False,,organic,organic
8950,ORG-008950,SMB,Americas,Healthcare,2022-06,False,,organic,organic
8951,ORG-008951,SMB,EMEA,Technology,2022-06,False,,organic,organic
8952,ORG-008952,SMB,EMEA,Manufacturing,2022-06,False,,organic,organic
8953,ORG-008953,Commercial,Americas,Public Sector,2022-06,False,,organic,organic
8954,ORG-008954,SMB,Americas,Technology,2022-06,False,,organic,organic
8955,ORG-008955,SMB,JAPAC,Technology,2022-06,False,,organic,organic
8956,ORG-008956,Enterprise,EMEA,Financial Services,2022-06,False,,organic,organic
8957,ORG-008957,SMB,Americas,Retail,2022-06,False,,organic,organic
8958,ORG-008958,Enterprise,EMEA,Financial Services,2022-06,False,,organic,organic
8959,ORG-008959,SMB,EMEA,Public Sector,2022-06,False,,organic,organic
8960,ORG-008960,Commercial,EMEA,Healthcare,2022-06,False,,organic,organic
